,Sample,Plot_Number,Plant,Plate,Well,Plot,C,pH,Pdisp,NH4,NO3,Morphospecies,Treatment,Zone,Percent_Moisture,Lat,Lon,Basel_Diameter_estimated,Half_Tree_Cover,Tree_Height,Trunk_Circumference,PlantSpecies,MYC,PlantFUNCT.group,PlantSpecies.1,MYC.1,PlantFUNCT.group.1,PlantFUNCT.group.2,uniqueID,LeafDryMass,LeafH20Weight,LWC,LDMC,MLA,SLA
216,S4G,4,G,1,D02,Sap004,4.79,5.9,4.4,33.6,15.1,SpikeyGreen,Sapling,Plateau,11.56667294,-41.96839102,-71.46366798,3.3,43,80,10.36725576,Perezia piliffera /fonkii?,AM,flowering plant ,Perezia piliffera /fonkii?,AM,flowering plant ,flowering plant ,Sap004_SpikeyGreen,NA,NA,NA,NA,NA,NA
217,S4H,4,H,4,H08,Sap004,4.79,5.9,4.4,33.6,15.1,SpikeyCushion,Sapling,Plateau,11.56667294,-41.96839102,-71.46366798,3.3,43,80,10.36725576,Mulinum echinus,AM,dense spiny shrub,Mulinum echinus,AM,dense spiny shrub,shrub,Sap004_SpikeyCushion,NA,NA,NA,NA,NA,NA
218,S5E,5,E,1,C12,Sap005,2.71,5.7,4.9,36.4,7,Clover,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Oxalis adenophylla,AM,flowering plant ,Oxalis adenophylla,AM,flowering plant ,flowering plant ,Sap005_Clover,NA,NA,NA,NA,NA,NA
219,S5P,5,P,2,F09,Sap005,2.71,5.7,4.9,36.4,7,FuzzyLeaf,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Erigeron sp,AM,flowering plant,Erigeron sp,AM,flowering plant,flowering plant,Sap005_FuzzyLeaf,NA,NA,NA,NA,NA,NA
220,S5B,5,B,3,E12,Sap005,2.71,5.7,4.9,36.4,7,Grass,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap005_Grass,0.17,0.12,0.02,0.028333333,125.7307085,0.739592403
221,S5A,5,A,3,H02,Sap005,2.71,5.7,4.9,36.4,7,GreenShrub,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap005_GreenShrub,0.03,0.07,0.003888889,0.001666667,9.26513792,0.308837931
222,S5F,5,F,3,D11,Sap005,2.71,5.7,4.9,36.4,7,LeafyCushion,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Azorella sp,AM,flowering plant,Azorella sp,AM,flowering plant,flowering plant,Sap005_LeafyCushion,NA,NA,NA,NA,29.477579,NA
223,S5J,5,J,3,F07,Sap005,2.71,5.7,4.9,36.4,7,RedAloe,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap005_RedAloe,0.17,0.12,0.024,0.034,210.663972,1.239199835
224,S5C,5,C,3,F04,Sap005,2.71,5.7,4.9,36.4,7,Rosette,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap005_Rosette,NA,NA,NA,NA,NA,NA
225,S5O,5,O,2,B06,Sap005,2.71,5.7,4.9,36.4,7,TallRed,Sapling,Plateau,3.585229712,-41.96759004,-71.46496299,2.7,46,93,8.482300165,Euphrasia meiantha,NM,flowering plant,Euphrasia meiantha,NM,flowering plant,flowering plant,Sap005_TallRed,0.03,0.07,0.0028,0.0012,11.61974344,0.387324781
226,S6E,6,E,1,H04,Sap006,1.62,5.6,4.5,19.6,4.2,Clover,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Oxalis adenophylla,AM,flowering plant ,Oxalis adenophylla,AM,flowering plant ,flowering plant ,Sap006_Clover,NA,NA,NA,NA,NA,NA
227,S6P,6,P,2,E05,Sap006,1.62,5.6,4.5,19.6,4.2,FuzzyLeaf,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Erigeron sp,AM,flowering plant,Erigeron sp,AM,flowering plant,flowering plant,Sap006_FuzzyLeaf,NA,NA,NA,NA,NA,NA
228,S6R,6,R,4,C07,Sap006,1.62,5.6,4.5,19.6,4.2,FuzzyLeaf,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Erigeron sp,AM,flowering plant,Erigeron sp,AM,flowering plant,flowering plant,Sap006_FuzzyLeaf,NA,NA,NA,NA,NA,NA
229,S6B.1,6,B.1,2,D08,Sap006,1.62,5.6,4.5,19.6,4.2,Grass,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap006_Grass,0.37,0.29,0.029,0.037,215.3311656,0.581976123
230,S6B,6,B,3,A04,Sap006,1.62,5.6,4.5,19.6,4.2,Grass,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap006_Grass,0.37,0.29,0.029,0.037,215.3311656,0.581976123
231,S6A,6,A,3,D05,Sap006,1.62,5.6,4.5,19.6,4.2,GreenShrub,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap006_GreenShrub,0.06,0.11,0.0055,0.003,20.07073381,0.33451223
232,S6J,6,J,1,H03,Sap006,1.62,5.6,4.5,19.6,4.2,RedAloe,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap006_RedAloe,NA,NA,NA,NA,482.0281155,NA
233,S6V,6,V,4,D09,Sap006,1.62,5.6,4.5,19.6,4.2,RedLettuce,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,,,,,,,,Sap006_RedLettuce,NA,NA,NA,NA,NA,NA
234,S6D,6,D,1,C03,Sap006,1.62,5.6,4.5,19.6,4.2,YellowFlower,Sapling,Plateau,6.803097345,-41.96683601,-71.46212697,4,58,60,12.56637061,Senecio agyreus,AM,flowering plant,Senecio agyreus,AM,flowering plant,flowering plant,Sap006_YellowFlower,NA,NA,NA,NA,NA,NA
235,S7N,7,N,1,F01,Sap007,1.95,6,4.6,30.8,8.5,Arugula,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Hypochaeris sp,AM_facAM,flowering plant ,Hypochaeris sp,AM_facAM,flowering plant ,flowering plant ,Sap007_Arugula,NA,NA,NA,NA,NA,NA
236,S7E,7,E,2,A07,Sap007,1.95,6,4.6,30.8,8.5,Clover,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Oxalis adenophylla,AM,flowering plant ,Oxalis adenophylla,AM,flowering plant ,flowering plant ,Sap007_Clover,NA,NA,NA,NA,NA,NA
237,S7Q,7,Q,2,B09,Sap007,1.95,6,4.6,30.8,8.5,FatGreen,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Perezia bellidifolia,AM,flowering plant,Perezia bellidifolia,AM,flowering plant,flowering plant,Sap007_FatGreen,0.14,1.22,0.203333333,0.023333333,447.9770856,3.199836326
238,S7P,7,P,1,D11,Sap007,1.95,6,4.6,30.8,8.5,FuzzyLeaf,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Erigeron sp,AM,flowering plant,Erigeron sp,AM,flowering plant,flowering plant,Sap007_FuzzyLeaf,NA,NA,NA,NA,NA,NA
239,S7B,7,B,3,E10,Sap007,1.95,6,4.6,30.8,8.5,Grass,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap007_Grass,0.24,0.25,0.05,0.048,382.0111693,1.591713205
240,S7A,7,A,3,C06,Sap007,1.95,6,4.6,30.8,8.5,GreenShrub,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap007_GreenShrub,0.05,0.03,0.0015,0.0025,11.42114454,0.228422891
241,S7J,7,J,1,A09,Sap007,1.95,6,4.6,30.8,8.5,RedAloe,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap007_RedAloe,NA,NA,NA,NA,317.6038099,NA
242,S7C,7,C,3,H03,Sap007,1.95,6,4.6,30.8,8.5,Rosette,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap007_Rosette,NA,NA,NA,NA,NA,NA
243,S7G,7,G,2,E03,Sap007,1.95,6,4.6,30.8,8.5,SpikeyGreen,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Perezia piliffera /fonkii?,AM,flowering plant ,Perezia piliffera /fonkii?,AM,flowering plant ,flowering plant ,Sap007_SpikeyGreen,NA,NA,NA,NA,NA,NA
244,S7O,7,O,1,C04,Sap007,1.95,6,4.6,30.8,8.5,TallRed,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Euphrasia meiantha,NM,flowering plant,Euphrasia meiantha,NM,flowering plant,flowering plant,Sap007_TallRed,0.04,0.04,0.001818182,0.001818182,13.84934681,0.34623367
245,S7D,7,D,2,E01,Sap007,1.95,6,4.6,30.8,8.5,YellowFlower,Sapling,Plateau,7.205574913,-41.96786799,-71.45901402,3.9,45,75,12.25221135,Senecio agyreus,AM,flowering plant,Senecio agyreus,AM,flowering plant,flowering plant,Sap007_YellowFlower,NA,NA,NA,NA,NA,NA
246,S8A,8,A,3,H01,Sap008,1.6,5.7,4.2,21,11.2,GreenShrub,Sapling,Plateau,8.64906238,-41.96826898,-71.45838202,4.2,42,96,13.19468915,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap008_GreenShrub,0.1,0.1,0.003846154,0.003846154,19.16865439,0.191686544
247,S8C,8,C,1,G12,Sap008,1.6,5.7,4.2,21,11.2,Rosette,Sapling,Plateau,8.64906238,-41.96826898,-71.45838202,4.2,42,96,13.19468915,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap008_Rosette,NA,NA,NA,NA,24.20250997,NA
248,S9B,9,B,3,A06,Sap009,0.98,5.4,5.3,37.8,7.1,Grass,Sapling,Plateau,6.452269489,-41.96685998,-71.45571699,5.3,52,130,16.65044106,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap009_Grass,0.11,0.07,0.00875,0.01375,66.07027435,0.600638858
249,S9AB,9,A,1,A11,Sap009,0.98,5.4,5.3,37.8,7.1,GreenShrub,Sapling,Plateau,6.452269489,-41.96685998,-71.45571699,5.3,52,130,16.65044106,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap009_GreenShrub,0.14,0.18,0.003272727,0.002545455,15.16622705,0.108330193
250,S9A,9,A,3,C08,Sap009,0.98,5.4,5.3,37.8,7.1,GreenShrub,Sapling,Plateau,6.452269489,-41.96685998,-71.45571699,5.3,52,130,16.65044106,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap009_GreenShrub,0.14,0.18,0.003272727,0.002545455,15.16622705,0.108330193
251,S9J,9,J,2,G10,Sap009,0.98,5.4,5.3,37.8,7.1,RedAloe,Sapling,Plateau,6.452269489,-41.96685998,-71.45571699,5.3,52,130,16.65044106,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap009_RedAloe,0.18,0.24,0.048,0.036,190.3030738,1.057239299
252,S9C,9,C,1,E05,Sap009,0.98,5.4,5.3,37.8,7.1,Rosette,Sapling,Plateau,6.452269489,-41.96685998,-71.45571699,5.3,52,130,16.65044106,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap009_Rosette,0.07,0.26,0.013684211,0.003684211,19.57014772,0.279573539
253,S10B,10,B,3,H06,Sap010,1.43,5.4,4.9,15.4,11.2,Grass,Sapling,Plateau,4.098449528,-41.96737404,-71.45459902,8.1,59,163,25.44690049,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap010_Grass,NA,NA,NA,NA,NA,NA
254,S10C,10,C,3,G05,Sap010,1.43,5.4,4.9,15.4,11.2,Rosette,Sapling,Plateau,4.098449528,-41.96737404,-71.45459902,8.1,59,163,25.44690049,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap010_Rosette,0.01,0.05,0.005555556,0.001111111,15.79526956,1.579526956
255,S10AE,10,AE,3,E08,Sap010,1.43,5.4,4.9,15.4,11.2,SmallShrub,Sapling,Plateau,4.098449528,-41.96737404,-71.45459902,8.1,59,163,25.44690049,Empetrum rubrum,ERM,evergreen shrub,Empetrum rubrum,ERM,evergreen shrub,evergreen shrub,Sap010_SmallShrub,0.1,0.19,0.003015873,0.001587302,4.641067382,0.046410674
256,S10G,10,G,1,B10,Sap010,1.43,5.4,4.9,15.4,11.2,SpikeyGreen,Sapling,Plateau,4.098449528,-41.96737404,-71.45459902,8.1,59,163,25.44690049,Perezia piliffera /fonkii?,AM,flowering plant ,Perezia piliffera /fonkii?,AM,flowering plant ,flowering plant ,Sap010_SpikeyGreen,0.15,0.17,0.015454545,0.013636364,74.62850278,0.497523352
257,S10D,10,D,1,B11,Sap010,1.43,5.4,4.9,15.4,11.2,YellowFlower,Sapling,Plateau,4.098449528,-41.96737404,-71.45459902,8.1,59,163,25.44690049,Senecio agyreus,AM,flowering plant,Senecio agyreus,AM,flowering plant,flowering plant,Sap010_YellowFlower,0.14,0.31,0.017222222,0.007777778,67.51173035,0.482226645
258,S11B,11,B,4,A09,Sap011,2.31,5.4,4.5,28,5.7,Grass,Sapling,Plateau,9.157673861,-41.96905696,-71.454769,3.5,41,80,10.99557429,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap011_Grass,0.16,0.14,0.035,0.04,236.8751795,1.480469872
259,S11A,11,A,3,D09,Sap011,2.31,5.4,4.5,28,5.7,GreenShrub,Sapling,Plateau,9.157673861,-41.96905696,-71.454769,3.5,41,80,10.99557429,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap011_GreenShrub,0.1,0.13,0.003095238,0.002380952,19.61224881,0.196122488
260,S11J,11,J,2,E08,Sap011,2.31,5.4,4.5,28,5.7,RedAloe,Sapling,Plateau,9.157673861,-41.96905696,-71.454769,3.5,41,80,10.99557429,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap011_RedAloe,0.22,0.18,0.06,0.073333333,412.6711673,1.875778033
261,S11AE,11,AE,2,E12,Sap011,2.31,5.4,4.5,28,5.7,SmallShrub,Sapling,Plateau,9.157673861,-41.96905696,-71.454769,3.5,41,80,10.99557429,Empetrum rubrum,ERM,evergreen shrub,Empetrum rubrum,ERM,evergreen shrub,evergreen shrub,Sap011_SmallShrub,0.01,0.03,0.000454545,0.000151515,6.070290669,0.607029067
262,S11G,11,G,2,B03,Sap011,2.31,5.4,4.5,28,5.7,SpikeyGreen,Sapling,Plateau,9.157673861,-41.96905696,-71.454769,3.5,41,80,10.99557429,Perezia piliffera /fonkii?,AM,flowering plant ,Perezia piliffera /fonkii?,AM,flowering plant ,flowering plant ,Sap011_SpikeyGreen,NA,NA,NA,NA,51.76912765,NA
263,S11O,11,O,1,G10,Sap011,2.31,5.4,4.5,28,5.7,TallRed,Sapling,Plateau,9.157673861,-41.96905696,-71.454769,3.5,41,80,10.99557429,Euphrasia meiantha,NM,flowering plant,Euphrasia meiantha,NM,flowering plant,flowering plant,Sap011_TallRed,0.04,0.08,0.004705882,0.002352941,16.27743887,0.406935972
264,S11D,11,D,4,C09,Sap011,2.31,5.4,4.5,28,5.7,YellowFlower,Sapling,Plateau,9.157673861,-41.96905696,-71.454769,3.5,41,80,10.99557429,Senecio agyreus,AM,flowering plant,Senecio agyreus,AM,flowering plant,flowering plant,Sap011_YellowFlower,0.22,0.6,0.024,0.0088,58.44412525,0.265655115
265,S12B,12,B,4,F07,Sap012,1.92,5.4,4.4,43.4,11.4,Grass,Sapling,Plateau,5.976095618,-41.97022196,-71.45667999,3.2,42,104,10.05309649,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap012_Grass,NA,NA,NA,NA,NA,NA
266,S12J,12,J,2,D04,Sap012,1.92,5.4,4.4,43.4,11.4,RedAloe,Sapling,Plateau,5.976095618,-41.97022196,-71.45667999,3.2,42,104,10.05309649,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap012_RedAloe,0.34,0.19,0.027142857,0.048571429,228.6986498,0.672643088
267,S12C,12,C,3,A09,Sap012,1.92,5.4,4.4,43.4,11.4,Rosette,Sapling,Plateau,5.976095618,-41.97022196,-71.45667999,3.2,42,104,10.05309649,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap012_Rosette,NA,NA,NA,NA,19.40230482,NA
268,S12T,12,T,2,C05,Sap012,1.92,5.4,4.4,43.4,11.4,SpikeyRose,Sapling,Plateau,5.976095618,-41.97022196,-71.45667999,3.2,42,104,10.05309649,Nassauvia revoluta,AM,flowering plant ,Nassauvia revoluta,AM,flowering plant ,flowering plant ,Sap012_SpikeyRose,0.06,0.11,0.003333333,0.001818182,0.087923185,0.001465386
269,S13B,13,B,3,G01,Sap013,1.85,5.3,5.1,35,2.9,Grass,Sapling,Plateau,9.637462236,-41.97090198,-71.45931099,3.2,48,87,10.05309649,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap013_Grass,0.15,0.2,0.033333333,0.025,140.0926458,0.933950972
270,S13A,13,A,3,D02,Sap013,1.85,5.3,5.1,35,2.9,GreenShrub,Sapling,Plateau,9.637462236,-41.97090198,-71.45931099,3.2,48,87,10.05309649,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap013_GreenShrub,0.13,0.13,0.00325,0.00325,24.56603706,0.188969516
271,S13J,13,J,2,H01,Sap013,1.85,5.3,5.1,35,2.9,RedAloe,Sapling,Plateau,9.637462236,-41.97090198,-71.45931099,3.2,48,87,10.05309649,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap013_RedAloe,0.18,0.1,NA,NA,NA,NA
272,S13D,13,D,1,F05,Sap013,1.85,5.3,5.1,35,2.9,YellowFlower,Sapling,Plateau,9.637462236,-41.97090198,-71.45931099,3.2,48,87,10.05309649,Senecio agyreus,AM,flowering plant,Senecio agyreus,AM,flowering plant,flowering plant,Sap013_YellowFlower,0.2,0.49,0.027222222,0.011111111,91.14997287,0.455749864
273,S14B,14,B,3,F06,Sap014,1.02,5.6,7.5,58.8,18.2,Grass,Sapling,Plateau,5.534883721,-41.97211199,-71.45967199,6,55,147,18.84955592,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap014_Grass,NA,NA,NA,NA,NA,NA
274,S14A,14,A,3,G12,Sap014,1.02,5.6,7.5,58.8,18.2,GreenShrub,Sapling,Plateau,5.534883721,-41.97211199,-71.45967199,6,55,147,18.84955592,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap014_GreenShrub,0.09,0.15,0.003658537,0.002195122,19.58313773,0.217590419
275,S14AG,14,AG,1,D04,Sap014,1.02,5.6,7.5,58.8,18.2,OtherGreenShrub,Sapling,Plateau,5.534883721,-41.97211199,-71.45967199,6,55,147,18.84955592,Baccharis magellanica,AM,evergreen shrub,Baccharis magellanica,AM,evergreen shrub,evergreen shrub,Sap014_OtherGreenShrub,NA,NA,NA,NA,NA,NA
276,S14T,14,T,1,G06,Sap014,1.02,5.6,7.5,58.8,18.2,SpikeyRose,Sapling,Plateau,5.534883721,-41.97211199,-71.45967199,6,55,147,18.84955592,Nassauvia revoluta,AM,flowering plant ,Nassauvia revoluta,AM,flowering plant ,flowering plant ,Sap014_SpikeyRose,0.09,0.03,0.0025,0.0075,17.59492004,0.195499112
277,S14D,14,D,2,E04,Sap014,1.02,5.6,7.5,58.8,18.2,YellowFlower,Sapling,Plateau,5.534883721,-41.97211199,-71.45967199,6,55,147,18.84955592,Senecio agyreus,AM,flowering plant,Senecio agyreus,AM,flowering plant,flowering plant,Sap014_YellowFlower,0.16,0.47,0.01516129,0.00516129,46.9206105,0.293253816
278,S15B,15,B,4,D08,Sap015,1.19,6.2,5.2,47.6,19.1,Grass,Sapling,Plateau,5.808047923,-41.97158402,-71.46218003,2.6,44,72,8.168140899,Festuca sp,AM,grass,Festuca sp,AM,grass,grass,Sap015_Grass,0.2,0.27,0.03,0.022222222,132.3470267,0.661735134
279,S15A,15,A,3,D01,Sap015,1.19,6.2,5.2,47.6,19.1,GreenShrub,Sapling,Plateau,5.808047923,-41.97158402,-71.46218003,2.6,44,72,8.168140899,Gaultheria pumila,ERM,evergreen shrub,Gaultheria pumila,ERM,evergreen shrub,evergreen shrub,Sap015_GreenShrub,0.12,0.11,0.002391304,0.002608696,12.38306084,0.103192174
280,S15F,15,F,1,A08,Sap015,1.19,6.2,5.2,47.6,19.1,LeafyCushion,Sapling,Plateau,5.808047923,-41.97158402,-71.46218003,2.6,44,72,8.168140899,Azorella sp,AM,flowering plant,Azorella sp,AM,flowering plant,flowering plant,Sap015_LeafyCushion,0.12,0.3,0.009375,0.00375,28.34112863,0.236176072
281,S15M2,15,M2,1,F10,Sap015,1.19,6.2,5.2,47.6,19.1,LeafyGreen,Sapling,Plateau,5.808047923,-41.97158402,-71.46218003,2.6,44,72,8.168140899,Nasthantus patagonicus,AM,flowering plant ,Nasthantus patagonicus,AM,flowering plant ,flowering plant ,Sap015_LeafyGreen,NA,NA,NA,NA,NA,NA
282,S15AG,15,AG,2,D10,Sap015,1.19,6.2,5.2,47.6,19.1,OtherGreenShrub,Sapling,Plateau,5.808047923,-41.97158402,-71.46218003,2.6,44,72,8.168140899,Baccharis magellanica,AM,evergreen shrub,Baccharis magellanica,AM,evergreen shrub,evergreen shrub,Sap015_OtherGreenShrub,0.09,0.16,0.007272727,0.004090909,24.85603667,0.276178185
283,S15J,15,J,2,C02,Sap015,1.19,6.2,5.2,47.6,19.1,RedAloe,Sapling,Plateau,5.808047923,-41.97158402,-71.46218003,2.6,44,72,8.168140899,Poa sp,AM,grass,Poa sp,AM,grass,grass,Sap015_RedAloe,0.31,0.44,0.088,0.062,404.890836,1.306099471
284,S15C,15,C,1,C09,Sap015,1.19,6.2,5.2,47.6,19.1,Rosette,Sapling,Plateau,5.808047923,-41.97158402,-71.46218003,2.6,44,72,8.168140899,Viola sp,AM,flowering plant,Viola sp,AM,flowering plant,flowering plant,Sap015_Rosette,0.08,0.18,0.008571429,0.003809524,26.60223526,0.332527941
285,S15G,15,G,1,F07,Sap015,1.19,6.2,5.2,47.6,19.1,SpikeyGreen,Sapling,Plateau,5.808047923,-41.97158402,-71.46218003,2.6,44,72,8.168140899,Perezia piliffera /fonkii?,AM,flowering plant ,Perezia piliffera /fonkii?,AM,flowering plant ,flowering plant ,Sap015_SpikeyGreen,0.07,0.17,0.014166667,0.005833333,46.82083692,0.668869099
286,S15D,15,D,3,D08,Sap015,1.19,6.2,5.2,47.6,19.1,YellowFlower,Sapling,Plateau,5.808047923,-41.97158402,-71.46218003,2.6,44,72,8.168140899,Senecio agyreus,AM,flowering plant,Senecio agyreus,AM,flowering plant,flowering plant,Sap015_YellowFlower,0.22,0.7,0.025,0.007857143,63.5285427,0.288766103